"image path","(minimum r, minimum c, maximum r, maximum c, label)"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c54fcef1-0c51-4426-9a93-15ec5f2bf58a.png","[(956, 79, 1089, 194, 1), (359, 127, 490, 250, 1), (1213, 572, 1354, 698, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png","[(130, 62, 238, 170, 5), (1029, 437, 1174, 577, 3), (1102, 1019, 1229, 1163, 3), (700, 809, 875, 958, 1), (911, 883, 1014, 1037, 1), (823, 421, 971, 546, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png","[(1011, 817, 1145, 948, 1), (54, 965, 190, 1110, 6), (1467, 314, 1591, 488, 1), (1155, 488, 1273, 629, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/84041bf9-dace-4066-9fe0-52170d08f826.png","[(758, 839, 879, 971, 1), (96, 857, 242, 980, 4), (1012, 639, 1150, 766, 1), (1341, 654, 1484, 755, 1), (267, 541, 404, 657, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a6e72060-5bde-490c-bdd7-7d9cb0fce7fc.jpg","[(1219, 46, 1368, 201, 1), (542, 1133, 703, 1289, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/997eabd9-55bf-4683-83c4-4cee4673a4ef.png","[(528, 1011, 664, 1138, 1), (1063, 975, 1241, 1074, 1), (212, 79, 331, 208, 1), (295, 603, 445, 744, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e9916e11-9be6-4dec-9df6-2e7d1a8e1735.png","[(1424, 33, 1546, 167, 3), (1041, 246, 1171, 375, 1), (1266, 974, 1372, 1125, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/345cb914-7583-49df-96e3-3cf19c2ba8f1.png","[(538, 335, 657, 461, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/59f5699f-885f-4004-b783-a60060144e43.png","[(72, 363, 206, 493, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg","[(1455, 1054, 1591, 1186, 4), (1028, 953, 1171, 1090, 4), (612, 867, 748, 1004, 4), (1578, 124, 1723, 292, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/597bbff8-6592-41cf-8946-e59b0d1f289a.png","[(29, 1047, 149, 1170, 3), (1382, 334, 1536, 453, 3), (168, 282, 303, 433, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/eeac81a5-9202-4965-b7de-35b12910cdf6.png","[(286, 478, 421, 614, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dc6ac71b-2616-431e-bfd5-4c38139e4ddd.png","[(601, 553, 727, 679, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/24418314-f7a4-49fc-a03e-ec597ca6796e.png","[(150, 880, 278, 984, 3), (490, 28, 619, 133, 1), (798, 242, 931, 374, 1), (19, 147, 120, 256, 1), (1446, 635, 1590, 776, 1), (1154, 1036, 1253, 1158, 1), (1058, 165, 1192, 281, 1), (809, 471, 907, 607, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/43072c64-4c08-47cd-ae8a-b74d31f80008.png","[(894, 164, 1002, 287, 2), (1467, 55, 1581, 193, 1), (73, 1044, 201, 1175, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/21c2a8aa-407c-4569-8212-96fcafa84138.png","[(1322, 836, 1479, 964, 1), (85, 685, 257, 810, 1), (531, 270, 647, 431, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6ab870ba-b24b-49a9-9570-8eafe63aa74e.png","[(268, 1011, 384, 1142, 6), (1157, 64, 1291, 198, 5), (168, 343, 277, 479, 1), (852, 440, 1001, 550, 1), (509, 689, 649, 839, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8bd71314-e38a-4670-bb25-5cd6c9acb595.png","[(589, 444, 715, 572, 4), (567, 265, 695, 383, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/631340cc-cedf-4bca-a3d8-a0731a5482b4.png","[(175, 770, 297, 899, 4), (945, 50, 1076, 156, 4), (161, 985, 267, 1118, 6), (237, 469, 361, 608, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/bbedfcbe-9528-4ba9-9d86-4ebba7589ac5.png","[(594, 519, 718, 638, 1), (660, 463, 794, 595, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7d65d296-0f7b-41cc-9073-a547e24326c8.png","[(209, 981, 304, 1076, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8db76867-671a-4488-a7b6-991e4dd2e05f.jpg","[(807, 223, 916, 342, 4), (1522, 962, 1681, 1108, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3b601a1b-26d8-4873-afcf-fdd1b1e0010c.png","[(391, 664, 548, 805, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/20d4f65e-6c63-433a-935c-d568d577967b.png","[(300, 574, 418, 692, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/74bf1267-d98b-4532-a81d-9d8df63e0f75.jpg","[(1531, 773, 1678, 920, 4), (1179, 527, 1320, 686, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d1394e1a-dedd-4458-a024-044dae2cd69d.jpg","[(752, 127, 894, 291, 4), (1708, 833, 1879, 983, 4), (367, 404, 526, 549, 4), (50, 549, 202, 694, 4), (592, 1134, 745, 1284, 4), (1363, 556, 1519, 712, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a6f8a029-44ee-4fe3-b807-38d137347729.png","[(1292, 569, 1410, 680, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/03c8da48-04b9-4520-b674-44a0ecd35688.png","[(765, 549, 861, 644, 4), (258, 431, 365, 509, 3), (197, 879, 343, 1006, 3), (548, 471, 644, 589, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e1937e32-85d5-4cd8-bb4a-b9cf8ee7ceeb.png","[(135, 497, 262, 627, 1), (249, 644, 398, 794, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/26799d2b-a289-4eff-9218-0aad77e05e41.png","[(409, 262, 569, 418, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e13f2327-fbf4-4d84-a8c1-09cb1e449c8c.png","[(590, 993, 723, 1126, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b618e87e-6059-496f-b0f6-e158f676a1fb.png","[(1356, 180, 1499, 331, 6), (521, 790, 663, 918, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/34df8890-272d-423a-ae78-ff8d068d3306.png","[(1340, 1016, 1468, 1129, 3), (1206, 180, 1341, 311, 1), (149, 342, 285, 470, 1), (856, 724, 979, 829, 2), (746, 646, 839, 748, 1), (469, 829, 602, 987, 1), (449, 220, 569, 331, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/aa4a023b-55bd-4259-b15d-7086a9b491e0.png","[(601, 652, 756, 830, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/84ee2ea3-9edd-4672-a1b3-f09c607d833a.png","[(362, 180, 484, 299, 4), (1312, 614, 1447, 743, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/84c88143-940d-4b62-bbd2-7acc4cadcb6b.png","[(404, 675, 534, 802, 3), (1037, 787, 1169, 957, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/bd4da4f8-8996-47e0-a4e5-a3da5717441e.jpg","[(1061, 324, 1184, 473, 4), (1731, 952, 1862, 1075, 4), (109, 470, 270, 611, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b6fe541f-3be2-41a8-8124-757fc1ad875e.jpg","[(549, 502, 702, 631, 4), (1176, 138, 1336, 293, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6144887d-a1c1-46db-91a1-f7ff5bf8c8a5.png","[(884, 202, 1003, 332, 1), (1457, 245, 1575, 356, 1), (1240, 942, 1359, 1089, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7ef90770-6aeb-45eb-9744-49c5247dde30.png","[(427, 403, 562, 522, 1), (670, 477, 807, 609, 1), (1307, 315, 1497, 466, 1), (1162, 383, 1348, 548, 1), (1082, 652, 1219, 798, 1), (524, 34, 659, 156, 1), (131, 287, 312, 524, 1), (113, 999, 254, 1110, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6e7ed596-1b76-4998-8147-a846d53d91c5.png","[(998, 550, 1152, 699, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c9ad92d4-b408-4506-916e-def47b2e6ed0.png","[(638, 215, 762, 352, 1), (210, 952, 345, 1072, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f274b784-b995-4a7e-a2c2-6cc31c24c4b4.png","[(1312, 328, 1433, 431, 1), (61, 27, 154, 113, 5), (992, 595, 1133, 689, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b47c1011-0cc6-400d-9300-1c72f873a6e5.jpg","[(608, 637, 760, 787, 4), (827, 728, 990, 877, 4), (794, 945, 960, 1080, 4), (825, 316, 969, 493, 4), (1191, 571, 1364, 706, 4), (160, 441, 295, 582, 4), (269, 490, 387, 664, 4), (1570, 449, 1717, 590, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6040cf0d-9dd6-4798-9406-1afbbcd24d4c.jpg","[(531, 190, 663, 321, 4), (148, 773, 283, 911, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8a7deb24-d2b4-4acf-86c4-3aadd39157fa.png","[(784, 274, 948, 450, 1), (216, 814, 354, 946, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fc15659f-6264-4dd5-ab17-43d89fb297b9.png","[(1165, 245, 1297, 383, 3), (1338, 249, 1478, 381, 1), (285, 348, 453, 505, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/787abd97-dd37-4212-8b43-61696eb3abc0.png","[(227, 520, 373, 646, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/29d4b75f-d400-4702-a9ac-e5a4ed1a1db1.png","[(249, 1023, 360, 1150, 1), (1381, 683, 1509, 817, 6), (222, 290, 330, 434, 1), (260, 579, 372, 747, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d615b706-8f50-4d96-8de5-6858897528d0.png","[(1344, 1062, 1460, 1196, 3), (647, 726, 784, 856, 1), (925, 589, 1065, 722, 1), (1228, 770, 1354, 916, 1), (67, 881, 215, 1011, 6), (824, 767, 955, 899, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a63fa2c7-3ec8-4bb7-bde6-a39e09d2f806.png","[(876, 432, 1032, 563, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/67acd5bc-4658-4c6e-a9b9-cd8ea3a03418.png","[(618, 311, 735, 422, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f7cced00-9b41-45ec-9fdf-fb9e1a74da90.png","[(1249, 673, 1369, 811, 4), (1086, 911, 1208, 1033, 4), (583, 64, 706, 192, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png","[(319, 580, 426, 687, 1), (1052, 1005, 1185, 1114, 1), (1087, 282, 1247, 438, 1), (381, 584, 515, 712, 4), (118, 800, 248, 937, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1d9d4dac-66f9-4c87-b714-d723d5b15fa9.png","[(1168, 872, 1299, 1023, 2), (111, 757, 272, 937, 3), (1098, 635, 1254, 779, 2), (673, 243, 875, 369, 3), (1263, 1, 1421, 135, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/434523fd-d4d9-4961-a7c2-d71d6ae68e13.png","[(1102, 846, 1221, 963, 1), (732, 310, 865, 431, 4), (13, 682, 168, 845, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6fd30823-3b77-40c9-ba5d-e1eda9660674.png","[(871, 642, 1021, 788, 2), (1044, 275, 1188, 396, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2dbf6f69-e020-4948-9e49-4b33edb7cebd.png","[(1469, 100, 1587, 228, 3), (334, 6, 452, 131, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0ed416f9-7c20-4829-9016-559e4009568e.png","[(1204, 425, 1330, 524, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1a27ebe9-93a1-4898-af69-f276057d4012.png","[(1264, 0, 1369, 133, 3), (298, 909, 427, 1034, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d3ed519e-2152-4e30-838d-a3ea23be512f.png","[(837, 504, 1018, 635, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b2f05937-b965-4c4b-b86e-f50e95d9d691.png","[(553, 701, 690, 836, 3), (830, 901, 986, 1051, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3f390b82-8859-4c27-bbfe-d1b242477f63.png","[(271, 888, 399, 1013, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/005e60b6-77b8-458c-b57c-bfe0c7e7df78.png","[(231, 763, 367, 864, 4), (1078, 424, 1224, 539, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a3c0a876-be12-4ede-8aed-18b32a64401b.png","[(1211, 327, 1327, 459, 1), (179, 737, 310, 853, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/77e76e62-2c71-4b52-9b21-0d1bcde9f9bf.png","[(519, 340, 667, 454, 1), (667, 966, 798, 1072, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9af1ee02-87fd-42bc-963e-fa9ac3eb45bb.png","[(433, 732, 544, 855, 5), (629, 286, 766, 421, 1), (1338, 436, 1464, 566, 1), (383, 500, 508, 636, 1), (443, 63, 583, 189, 3), (814, 515, 975, 636, 6), (512, 161, 661, 297, 3), (619, 695, 737, 817, 1), (723, 374, 955, 531, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg","[(526, 444, 684, 593, 4), (719, 295, 889, 421, 4), (1390, 788, 1573, 929, 4), (917, 210, 1077, 364, 4), (1535, 598, 1774, 707, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/98175327-da9e-4e0c-8912-ee68490a4672.png","[(1029, 278, 1152, 408, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/46a03374-64c7-49ac-81c9-c3d62542bbf3.png","[(692, 22, 824, 137, 1), (260, 995, 421, 1132, 1), (752, 89, 855, 178, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/06cd484f-e864-4fee-8819-688b45eed98e.png","[(822, 248, 932, 407, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0f2a6cda-afec-437b-8803-8d3176b072c1.png","[(390, 471, 499, 644, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0da07970-3146-479c-8a07-f61ed32814a9.png","[(1467, 347, 1584, 482, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3e36698f-8c09-4c8b-8948-737310bf97e5.png","[(1249, 320, 1382, 437, 1), (216, 214, 345, 349, 3), (532, 98, 666, 221, 3), (390, 521, 553, 640, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9acf303a-fcba-4e52-be3e-8d061aa5e72a.png","[(964, 765, 1087, 905, 3), (525, 804, 637, 937, 1), (1376, 917, 1511, 1031, 1), (108, 579, 222, 739, 3), (1301, 998, 1419, 1131, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a4bd99a0-226a-4044-914b-8073d5890734.jpg","[(339, 1117, 514, 1278, 6), (458, 128, 625, 287, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png","[(614, 988, 712, 1084, 4), (309, 834, 437, 984, 1), (430, 614, 608, 764, 1), (717, 500, 823, 644, 1), (1431, 265, 1574, 458, 1), (1191, 522, 1271, 646, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/985627c9-7b85-40de-a106-eb9cc47b47cb.png","[(430, 790, 533, 944, 1), (99, 348, 245, 443, 2), (54, 222, 163, 376, 1), (508, 161, 643, 293, 1), (843, 985, 1011, 1136, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/bb337c84-f727-42a5-9c3d-934323a16c6a.png","[(515, 897, 659, 1031, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7db1373d-5bbf-47e6-ab40-30cba7678745.png","[(220, 866, 366, 1010, 6), (1092, 137, 1199, 215, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3061aac0-cda3-47d1-8c48-6293e9ffdf36.png","[(875, 610, 993, 748, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ae17a099-18b5-4a42-a901-850ea056423e.png","[(594, 87, 708, 218, 4), (825, 734, 953, 862, 4), (498, 1033, 625, 1138, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/96596a68-8c95-43f3-b74e-e9506c235144.png","[(794, 278, 907, 410, 4), (656, 943, 775, 1054, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d9255d7f-1282-442d-b152-73d7388526f9.jpg","[(1610, 965, 1806, 1108, 1), (596, 85, 752, 263, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/cbb58718-6319-48db-b84b-78ac9b12ff89.png","[(1015, 998, 1141, 1141, 1), (1121, 596, 1215, 721, 1), (1142, 983, 1252, 1133, 3), (681, 820, 784, 995, 1), (516, 275, 622, 456, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4c13e22e-dfd1-4fa1-b373-be9d0c272c0f.png","[(444, 516, 611, 639, 1), (571, 140, 718, 290, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b78b88f0-154a-4b54-8aaf-85d37a42a0f9.png","[(932, 402, 1075, 543, 2), (224, 532, 352, 678, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/58065a0c-d4c5-40fd-bcdc-037f61788482.png","[(1089, 241, 1219, 391, 1), (578, 780, 718, 926, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/521a26aa-0a31-4c07-b4d0-fac08eb08344.png","[(322, 595, 522, 807, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d79b4e90-c45d-4f5d-a498-49c3e323c291.png","[(76, 655, 176, 757, 5), (620, 492, 742, 592, 1), (332, 1059, 479, 1162, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c53fd511-31bd-4901-baac-3b44891f6744.png","[(254, 972, 380, 1102, 3), (1012, 555, 1128, 677, 4), (1405, 401, 1512, 562, 1), (311, 66, 423, 190, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3090a362-1f3d-49e9-a76e-ce76ff9c2276.png","[(473, 243, 584, 366, 1), (1037, 235, 1168, 377, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/697bdbc0-6e31-4e48-ac74-ba4ab5760d32.png","[(1156, 785, 1342, 923, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/96287315-87a1-4045-9e16-119e045bf12a.jpg","[(502, 568, 638, 678, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a85cd1ae-0c94-4387-8305-84ab8d96d137.png","[(1214, 779, 1367, 922, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c7ec51d5-9f45-4209-8357-39e9a984a733.png","[(50, 881, 163, 1001, 6), (1355, 551, 1551, 744, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/801296d9-3403-426f-859e-5c532858e025.png","[(777, 530, 924, 674, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/99a21c5c-f5a7-4c07-9cb6-5dda2d388f48.png","[(348, 172, 495, 284, 1), (107, 342, 278, 450, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5a043d69-f435-46d4-8691-395c1602a76a.png","[(1321, 854, 1465, 984, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8cc6fe77-5f2f-4670-b4ac-1b49550241a8.png","[(1279, 1081, 1379, 1174, 5), (120, 456, 261, 603, 1), (218, 151, 334, 296, 1), (424, 252, 571, 376, 1), (965, 179, 1144, 254, 1), (1394, 553, 1543, 666, 1), (1088, 673, 1271, 805, 1), (1052, 927, 1169, 1083, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4c7d2382-a962-4237-a053-955eea3decd8.png","[(610, 643, 723, 762, 1), (937, 940, 1033, 1082, 5), (743, 741, 877, 874, 1), (633, 1017, 750, 1148, 1), (212, 547, 342, 665, 1), (1235, 299, 1329, 440, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/002f20ad-2ace-499c-9335-c9080bc3e6b5.png","[(967, 354, 1131, 530, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b4c52960-bbee-439e-83dc-f89ddaade71b.png","[(1245, 491, 1379, 615, 3), (1066, 186, 1195, 318, 3), (757, 70, 925, 181, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4736f545-1f1f-4d77-9241-d69cbf4dae35.png","[(1299, 206, 1374, 288, 5), (1129, 644, 1221, 749, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg","[(1209, 434, 1399, 613, 1), (427, 380, 607, 548, 1), (1647, 570, 1811, 719, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/83ec1cb9-1714-4bf1-81f6-115fde84564d.png","[(761, 537, 910, 702, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2165fe38-b474-467d-be11-d1d728085efd.png","[(1188, 411, 1334, 515, 4), (608, 551, 718, 695, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b809b407-7b69-4334-873d-d6c49135f04a.png","[(652, 716, 778, 856, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png","[(515, 338, 662, 487, 1), (1237, 17, 1371, 133, 1), (1415, 945, 1537, 1079, 1), (908, 246, 1050, 373, 2), (641, 592, 762, 735, 1), (925, 107, 1058, 270, 1), (616, 394, 755, 605, 1), (45, 968, 163, 1072, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg","[(695, 522, 897, 609, 4), (1137, 580, 1291, 713, 4), (178, 502, 334, 631, 4), (742, 215, 924, 357, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5077f87d-a19f-494c-b911-14ccb03bd230.png","[(207, 75, 329, 202, 2), (1245, 960, 1364, 1106, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/45902b63-be9a-49ae-9ede-3a8015671bc4.png","[(297, 86, 428, 209, 3), (997, 537, 1128, 676, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/29dc8176-dfe1-40e0-8247-2dc3c530057e.png","[(595, 787, 750, 974, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b687c30d-cf15-445c-b3f6-5aca86584708.png","[(1303, 703, 1452, 843, 3), (191, 901, 315, 1017, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fac4b0e2-6b52-4c0e-b762-4fa65d552856.png","[(1316, 894, 1501, 1028, 3), (108, 563, 252, 684, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a72cd558-b7ac-4bf2-a344-2ce6c73a354e.png","[(773, 289, 852, 391, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png","[(907, 127, 1042, 243, 4), (494, 1036, 666, 1159, 1), (1299, 911, 1450, 1027, 1), (644, 548, 775, 673, 1), (152, 963, 288, 1108, 1), (365, 1018, 483, 1158, 1), (1271, 687, 1435, 843, 1), (698, 41, 866, 195, 4), (1192, 168, 1303, 317, 1), (143, 288, 274, 424, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/861c3e06-aada-47a0-99ae-94fbc2772cc0.png","[(1334, 280, 1462, 376, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b8410821-a42b-47d0-8bcf-c2fc82e4e2d5.png","[(1033, 373, 1182, 505, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/370277f8-436b-4103-8210-b4feb5ab95ea.png","[(512, 866, 649, 997, 1), (917, 556, 1019, 667, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/acb16781-11ad-4327-874a-5c9c35dcb085.png","[(30, 371, 164, 485, 1), (307, 179, 484, 286, 6), (729, 1016, 893, 1135, 1), (1223, 854, 1361, 952, 4), (584, 290, 706, 420, 1), (250, 25, 382, 170, 1), (630, 1084, 755, 1200, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png","[(128, 244, 264, 360, 1), (1151, 401, 1290, 528, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/604478c7-1259-441a-8ad0-7059e191c9e4.jpg","[(632, 1065, 778, 1217, 4), (1615, 195, 1807, 310, 4), (779, 549, 946, 691, 4), (287, 770, 477, 912, 4), (1617, 68, 1805, 180, 4), (296, 970, 440, 1090, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/90a82250-1f68-48c9-9af9-15f18bf8c974.png","[(546, 605, 673, 733, 2), (484, 29, 616, 160, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/065af549-320a-4862-b92a-8ef750d7b5fb.png","[(1223, 224, 1389, 346, 1), (258, 390, 424, 538, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dfac6c92-8f0f-429a-8caf-9b7732bf78da.png","[(1149, 145, 1274, 270, 4), (348, 229, 475, 349, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f5419bc0-4415-41b6-b832-5326cfcc534b.png","[(926, 497, 1052, 632, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b9d65ef3-1adc-4479-abee-2e422f5a613a.png","[(79, 799, 194, 953, 1), (1475, 526, 1595, 690, 3), (1322, 173, 1433, 340, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/318de807-7232-4ab1-843e-a901547c0125.png","[(446, 614, 570, 741, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6795acae-e84d-4e97-b9a1-b4f4f0a72cfd.png","[(171, 540, 296, 669, 4), (658, 842, 773, 952, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6afd8203-d61a-4e9b-a4cf-dcb53a16b57c.png","[(966, 543, 1079, 669, 6), (497, 32, 602, 219, 1), (221, 987, 379, 1178, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fcdf6632-c03f-49a8-9fb3-42e87c99b9d0.png","[(36, 581, 153, 708, 4), (1006, 210, 1119, 348, 1), (908, 144, 1029, 293, 1), (209, 359, 342, 476, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0d2aba33-6920-4001-bd54-59fe0bf9f50e.png","[(810, 156, 939, 270, 3), (677, 723, 828, 877, 2), (542, 230, 672, 403, 2)]"
